name_distinct,ingredients
Camahogne - 68.0%,Vainilla
Camahogne - 68.0%,Lecitina
Amina - 65.0%,Grano de cacao
Amina - 65.0%,Azúcar
Amina - 65.0%,Manteca de cacao
Amina - 65.0%,Vainilla
Amina - 65.0%,Lecitina
Markham Valley - 68.0%,Grano de cacao
Markham Valley - 68.0%,Azúcar
Markham Valley - 68.0%,Manteca de cacao
Markham Valley - 68.0%,Vainilla
Markham Valley - 68.0%,Lecitina
San Juan de Cheni - 78.0%,Grano de cacao
San Juan de Cheni - 78.0%,Azúcar
San Juan de Cheni - 78.0%,Manteca de cacao
San Juan de Cheni - 78.0%,Lecitina
Dominican Republic - 70.0%,Grano de cacao
Dominican Republic - 70.0%,Azúcar
Grenada - 70.0%,Grano de cacao
Grenada - 70.0%,Azúcar
Wampusirpi - 70.0%,Grano de cacao
Wampusirpi - 70.0%,Azúcar
Zorzal - 70.0%,Grano de cacao
Zorzal - 70.0%,Azúcar
Kokoa Kamili - 70.0%,Grano de cacao
Kokoa Kamili - 70.0%,Azúcar
Matasawalevu - 70.0%,Grano de cacao
Matasawalevu - 70.0%,Azúcar
Semuliki Forest - 70.0%,Grano de cacao
Semuliki Forest - 70.0%,Azúcar
Gewan Gangaram - 75.0%,Grano de cacao
Gewan Gangaram - 75.0%,Azúcar
Ucayali - 70.0%,Grano de cacao
Ucayali - 70.0%,Azúcar
Ben Tre - 70.0%,Grano de cacao
Ben Tre - 70.0%,Azúcar
Anamalai - 70.0%,Grano de cacao
Anamalai - 70.0%,Azúcar
Guatemala - 70.0%,Grano de cacao
Guatemala - 70.0%,Azúcar
Guatemala - 70.0%,Manteca de cacao
Colombia - 70.0%,Grano de cacao
Colombia - 70.0%,Azúcar
Colombia - 70.0%,Manteca de cacao
Belize - 70.0%,Grano de cacao
Belize - 70.0%,Azúcar
Belize - 70.0%,Manteca de cacao
Ecuador - 75.0%,Grano de cacao
Ecuador - 75.0%,Azúcar
"Belize, 2013 - 72.0%",Grano de cacao
"Belize, 2013 - 72.0%",Azúcar
Cuyagua - 77.0%,Grano de cacao
Cuyagua - 77.0%,Azúcar
Jamaica - 72.0%,Grano de cacao
Jamaica - 72.0%,Azúcar
Papua New Guinea - 73.0%,Grano de cacao
Papua New Guinea - 73.0%,Azúcar
ROIG - 74.0%,Grano de cacao
ROIG - 74.0%,Azúcar
"Hawai'i Island, Hilo - 73.0%",Grano de cacao
"Hawai'i Island, Hilo - 73.0%",Azúcar
"Hawai'i Island, Hilo - 73.0%",Manteca de cacao
"Hawai'i Island, Hilo - 73.0%",Vainilla
"Hawai'i Island, Hilo, w/ added cocoa butter - 73.0%",Grano de cacao
"Hawai'i Island, Hilo, w/ added cocoa butter - 73.0%",Azúcar
"Hawai'i Island, Hilo, w/ added cocoa butter - 73.0%",Manteca de cacao
"Hawai'i Island, Hilo, w/ added cocoa butter - 73.0%",Vainilla
Porcelana - 75.0%,Grano de cacao
Porcelana - 75.0%,Azúcar
Porcelana - 75.0%,Manteca de cacao
Tingo Maria - 70.0%,Grano de cacao
Tingo Maria - 70.0%,Azúcar
Tingo Maria - 70.0%,Manteca de cacao
Oro - 82.0%,Grano de cacao
Oro - 82.0%,Azúcar
Oro - 82.0%,Manteca de cacao
Oscuro - 70.0%,Grano de cacao
Oscuro - 70.0%,Azúcar
Oscuro - 70.0%,Manteca de cacao
Maya Belize - 67.0%,Grano de cacao
Maya Belize - 67.0%,Azúcar
Maya Belize - 67.0%,Manteca de cacao
Maya Belize - 67.0%,Sal
"Porcelana, Colombia, Amazonas - 68.0%",Grano de cacao
"Porcelana, Colombia, Amazonas - 68.0%",Azúcar
"Porcelana, Colombia, Amazonas - 68.0%",Manteca de cacao
"Porcelana, Colombia, Amazonas - 68.0%",Sal
"Trintade, Sao Tome - 65.0%",Grano de cacao
"Trintade, Sao Tome - 65.0%",Azúcar
"Trintade, Sao Tome - 65.0%",Manteca de cacao
"Trintade, Sao Tome - 65.0%",Sal
"Bahia, Scavina - 60.0%",Grano de cacao
"Bahia, Scavina - 60.0%",Azúcar
"Bahia, Scavina - 60.0%",Manteca de cacao
"Bahia, Scavina - 60.0%",Sal
"Somia Plantation, 2012 - 67.0%",Grano de cacao
"Somia Plantation, 2012 - 67.0%",Azúcar
"Somia Plantation, 2012 - 67.0%",Manteca de cacao
"Somia Plantation, 2012 - 73.0%",Grano de cacao
"Somia Plantation, 2012 - 73.0%",Azúcar
"Somia Plantation, 2012 - 73.0%",Manteca de cacao
"Camino Verde P., Balao, Guayas - 73.0%",Grano de cacao
"Camino Verde P., Balao, Guayas - 73.0%",Azúcar
"Camino Verde P., Balao, Guayas - 73.0%",Manteca de cacao
"Somia Plantation, 2012 - 100.0%",Grano de cacao
"Camino Verde P., Balao, Guayas, 2012 - 100.0%",Grano de cacao
Lachua w/ cane sugar - 73.0%,Grano de cacao
Lachua w/ cane sugar - 73.0%,Azúcar
"Lachua w/ maple sugar, batch 5 - 73.0%",Grano de cacao
"Lachua w/ maple sugar, batch 5 - 73.0%",Edulcorante
Pisa - 73.0%,Grano de cacao
Pisa - 73.0%,Azúcar
Wild Bolivia - 73.0%,Grano de cacao
Wild Bolivia - 73.0%,Azúcar
Kokoa Kamili Coop - 73.0%,Grano de cacao
Kokoa Kamili Coop - 73.0%,Azúcar
"Esmeraldas, Salazar Farm - 73.0%",Grano de cacao
"Esmeraldas, Salazar Farm - 73.0%",Azúcar
Tingo Maria - 73.0%,Grano de cacao
Tingo Maria - 73.0%,Azúcar
"Soconusco, Rayen Cacao Co-op - 73.0%",Grano de cacao
"Soconusco, Rayen Cacao Co-op - 73.0%",Azúcar
"Soconusco, Rayen Cacao Co-op - 73.0%",Manteca de cacao
"Anamalai, Pollachi City - 73.0%",Grano de cacao
"Anamalai, Pollachi City - 73.0%",Azúcar
"Anamalai, Pollachi City - 73.0%",Manteca de cacao
Ghana - 70.0%,Grano de cacao
Ghana - 70.0%,Azúcar
Ghana - 70.0%,Manteca de cacao
Ghana - 70.0%,Vainilla
"Nicaragua, lot N510 - 72.0%",Grano de cacao
"Nicaragua, lot N510 - 72.0%",Azúcar
"Nicaragua, lot N510 - 72.0%",Manteca de cacao
Bolivia - 72.0%,Grano de cacao
Bolivia - 72.0%,Azúcar
Bolivia - 72.0%,Manteca de cacao
"Maranon, batch 2 - 67.0%",Grano de cacao
"Maranon, batch 2 - 67.0%",Azúcar
"Maranon, batch 2 - 67.0%",Manteca de cacao
Akesson's Estate - 65.0%,Grano de cacao
Akesson's Estate - 65.0%,Azúcar
Akesson's Estate - 65.0%,Manteca de cacao
Akesson's Estate - 70.0%,Grano de cacao
Akesson's Estate - 70.0%,Azúcar
Akesson's Estate - 70.0%,Manteca de cacao
"Papua New Guinea, triple roast, batch 1 - 65.0%",Grano de cacao
"Papua New Guinea, triple roast, batch 1 - 65.0%",Azúcar
"Papua New Guinea, triple roast, batch 1 - 65.0%",Manteca de cacao
Kokoa Kamili - 67.0%,Grano de cacao
Kokoa Kamili - 67.0%,Azúcar
Kokoa Kamili - 67.0%,Manteca de cacao
San Juan Estate - 70.0%,Grano de cacao
San Juan Estate - 70.0%,Azúcar
San Juan Estate - 70.0%,Manteca de cacao
"Chuao, batch 3 - 70.0%",Grano de cacao
"Chuao, batch 3 - 70.0%",Azúcar
"Chuao, batch 3 - 70.0%",Manteca de cacao
Camino Verde - 72.0%,Grano de cacao
Camino Verde - 72.0%,Azúcar
Camino Verde - 72.0%,Manteca de cacao
Tien Giang - 70.0%,Grano de cacao
Tien Giang - 70.0%,Azúcar
Tien Giang - 70.0%,Manteca de cacao
"Chimelb, Lanquin, Alta Verapaz, b-GUA001 - 70.0%",Grano de cacao
"Chimelb, Lanquin, Alta Verapaz, b-GUA001 - 70.0%",Azúcar
"Chimelb, Lanquin, Alta Verapaz, b-GUA001 - 70.0%",Manteca de cacao
"Guasare, La Sierra de Perija, batch gua001 - 70.0%",Grano de cacao
"Guasare, La Sierra de Perija, batch gua001 - 70.0%",Azúcar
"Guasare, La Sierra de Perija, batch gua001 - 70.0%",Manteca de cacao
"Maya Mtn, Moho R., Toledo D. - 70.0%",Grano de cacao
"Maya Mtn, Moho R., Toledo D. - 70.0%",Azúcar
"Maya Mtn, Moho R., Toledo D. - 70.0%",Manteca de cacao
Australia - 67.0%,Grano de cacao
Australia - 67.0%,Azúcar
Australia - 67.0%,Manteca de cacao
"Porcelana, Sorotaima,Machiques,batch pcl001 - 70.0%",Grano de cacao
"Porcelana, Sorotaima,Machiques,batch pcl001 - 70.0%",Azúcar
"Porcelana, Sorotaima,Machiques,batch pcl001 - 70.0%",Manteca de cacao
"Oko Caribe, DOR005 - 70.0%",Grano de cacao
"Oko Caribe, DOR005 - 70.0%",Azúcar
"Oko Caribe, DOR005 - 70.0%",Manteca de cacao
"Pisa, batch HA102 - 70.0%",Grano de cacao
"Pisa, batch HA102 - 70.0%",Azúcar
"Pisa, batch HA102 - 70.0%",Manteca de cacao
Madagascar - 68.0%,Grano de cacao
Madagascar - 68.0%,Azúcar
Madagascar - 68.0%,Manteca de cacao
Ecuador - 68.0%,Grano de cacao
Ecuador - 68.0%,Azúcar
Ecuador - 68.0%,Manteca de cacao
Ghana - 67.0%,Grano de cacao
Ghana - 67.0%,Azúcar
Ghana - 67.0%,Manteca de cacao
Sulawesi - 66.0%,Grano de cacao
Sulawesi - 66.0%,Edulcorante
Sulawesi - 66.0%,Manteca de cacao
India - 70.0%,Grano de cacao
India - 70.0%,Azúcar
India - 70.0%,Manteca de cacao
Madagascar - 72.0%,Grano de cacao
Madagascar - 72.0%,Azúcar
"Ecuador, Batch 1 - 70.0%",Grano de cacao
"Ecuador, Batch 1 - 70.0%",Azúcar
"Castillo, Hispaniola, unroasted - 85.0%",Grano de cacao
"Castillo, Hispaniola, unroasted - 85.0%",Azúcar
"Maranon, Fortunato No. 4 - 68.0%",Grano de cacao
"Maranon, Fortunato No. 4 - 68.0%",Azúcar
"Kablon Farms, Red Pod, 2018 harvest - 70.0%",Grano de cacao
"Kablon Farms, Red Pod, 2018 harvest - 70.0%",Azúcar
"Kablon Farms, Red Pod, 2018 harvest - 70.0%",Manteca de cacao
Solomon Island - 70.0%,Grano de cacao
Solomon Island - 70.0%,Azúcar
Solomon Island w/ nibs - 75.0%,Grano de cacao
Solomon Island w/ nibs - 75.0%,Azúcar
Sambirano - 70.0%,Grano de cacao
Sambirano - 70.0%,Azúcar
Amazonas - 70.0%,Grano de cacao
Amazonas - 70.0%,Azúcar
Bolivia - 70.0%,Grano de cacao
Bolivia - 70.0%,Azúcar
San Martin - 70.0%,Grano de cacao
San Martin - 70.0%,Azúcar
San Martin - 70.0%,Manteca de cacao
Wasatch - 70.0%,Grano de cacao
Wasatch - 70.0%,Azúcar
Wasatch - 70.0%,Manteca de cacao
Bundibugyo - 70.0%,Grano de cacao
Bundibugyo - 70.0%,Azúcar
Bundibugyo - 70.0%,Manteca de cacao
Kilombero - 70.0%,Grano de cacao
Kilombero - 70.0%,Azúcar
Kilombero - 70.0%,Manteca de cacao
Anamalai - 70.0%,Grano de cacao
Anamalai - 70.0%,Azúcar
Anamalai - 70.0%,Manteca de cacao
"Dak Nong, Lot 103120 - 70.0%",Grano de cacao
"Dak Nong, Lot 103120 - 70.0%",Azúcar
"Dak Nong, Lot 103120 - 70.0%",Manteca de cacao
Hispaniola - 70.0%,Grano de cacao
Hispaniola - 70.0%,Azúcar
Hispaniola - 70.0%,Manteca de cacao
Conacado - 70.0%,Grano de cacao
Conacado - 70.0%,Azúcar
Conacado - 70.0%,Manteca de cacao
Africa - 70.0%,Grano de cacao
Africa - 70.0%,Azúcar
Africa - 70.0%,Manteca de cacao
Papua New Guinea - 70.0%,Grano de cacao
Papua New Guinea - 70.0%,Azúcar
Papua New Guinea - 70.0%,Manteca de cacao
Madagascar - 70.0%,Grano de cacao
Madagascar - 70.0%,Azúcar
Madagascar - 70.0%,Manteca de cacao
Ocumare - 70.0%,Grano de cacao
Ocumare - 70.0%,Azúcar
Ocumare - 70.0%,Manteca de cacao
"Black Science Blend 1, DR, Ecuador, Peru - 70.0%",Grano de cacao
"Black Science Blend 1, DR, Ecuador, Peru - 70.0%",Azúcar
"Black Science Blend 1, DR, Ecuador, Peru - 70.0%",Manteca de cacao
"Grenada, Black Science - 70.0%",Grano de cacao
"Grenada, Black Science - 70.0%",Azúcar
"Grenada, Black Science - 70.0%",Manteca de cacao
"Alto Beni, Wild Bolivian - 70.0%",Grano de cacao
"Alto Beni, Wild Bolivian - 70.0%",Azúcar
"Alto Beni, Wild Bolivian - 70.0%",Manteca de cacao
Chuao - 70.0%,Grano de cacao
Chuao - 70.0%,Azúcar
Chuao - 70.0%,Manteca de cacao
"Elvesia P., Black Science - 70.0%",Grano de cacao
"Elvesia P., Black Science - 70.0%",Azúcar
"Elvesia P., Black Science - 70.0%",Manteca de cacao
"Three Amigos(Chuao, Wild Bolivia, D.R.) - 70.0%",Grano de cacao
"Three Amigos(Chuao, Wild Bolivia, D.R.) - 70.0%",Azúcar
"Three Amigos(Chuao, Wild Bolivia, D.R.) - 70.0%",Manteca de cacao
Peruvian - 64.0%,Grano de cacao
Peruvian - 64.0%,Azúcar
Peruvian - 64.0%,Manteca de cacao
Noula Coop - 70.0%,Grano de cacao
Noula Coop - 70.0%,Azúcar
Noula Coop - 70.0%,Manteca de cacao
"Cahabon Region, batch Tri1 - 70.0%",Grano de cacao
"Cahabon Region, batch Tri1 - 70.0%",Azúcar
"Cahabon Region, batch Tri1 - 70.0%",Manteca de cacao
"Eastern Promises, Mad., Java, PNG, batch EP1 - 70.0%",Grano de cacao
"Eastern Promises, Mad., Java, PNG, batch EP1 - 70.0%",Azúcar
"Eastern Promises, Mad., Java, PNG, batch EP1 - 70.0%",Manteca de cacao
Papua New Guinea - 85.0%,Grano de cacao
Papua New Guinea - 85.0%,Azúcar
Papua New Guinea - 85.0%,Manteca de cacao
O'ahu Island - 70.0%,Grano de cacao
O'ahu Island - 70.0%,Azúcar
O'ahu Island - 70.0%,Manteca de cacao
"Carenero Superior, batch CS2 - 70.0%",Grano de cacao
"Carenero Superior, batch CS2 - 70.0%",Azúcar
"Carenero Superior, batch CS2 - 70.0%",Manteca de cacao
"Dual Origins, Sambirano, Elvesia, batch SD06 - 70.0%",Grano de cacao
"Dual Origins, Sambirano, Elvesia, batch SD06 - 70.0%",Azúcar
"Dual Origins, Sambirano, Elvesia, batch SD06 - 70.0%",Manteca de cacao
"Dancing in Your Head, 5 bean blend - 70.0%",Grano de cacao
"Dancing in Your Head, 5 bean blend - 70.0%",Azúcar
"Dancing in Your Head, 5 bean blend - 70.0%",Manteca de cacao
"Apurimac, El Quinacho Co-op - 70.0%",Grano de cacao
"Apurimac, El Quinacho Co-op - 70.0%",Azúcar
"Apurimac, El Quinacho Co-op - 70.0%",Manteca de cacao
Java - 70.0%,Grano de cacao
Java - 70.0%,Azúcar
Java - 70.0%,Manteca de cacao
Chef's Blend - 70.0%,Grano de cacao
Chef's Blend - 70.0%,Azúcar
Chef's Blend - 70.0%,Manteca de cacao
"Orinoco, batch ORI 1 - 70.0%",Grano de cacao
"Orinoco, batch ORI 1 - 70.0%",Azúcar
"Orinoco, batch ORI 1 - 70.0%",Manteca de cacao
"Rizek Cacao, batch DR 12 - 77.0%",Grano de cacao
"Rizek Cacao, batch DR 12 - 77.0%",Azúcar
"Rizek Cacao, batch DR 12 - 77.0%",Manteca de cacao
Sangre Grande P. - 70.0%,Grano de cacao
Sangre Grande P. - 70.0%,Azúcar
Sangre Grande P. - 70.0%,Manteca de cacao
Patanemo - 70.0%,Grano de cacao
Patanemo - 70.0%,Azúcar
Patanemo - 70.0%,Manteca de cacao
"Crazy 88, Guat., D.R., Peru, Mad., PNG - 88.0%",Grano de cacao
"Crazy 88, Guat., D.R., Peru, Mad., PNG - 88.0%",Azúcar
"Crazy 88, Guat., D.R., Peru, Mad., PNG - 88.0%",Manteca de cacao
"Maracaibo, El Vigia - 70.0%",Grano de cacao
"Maracaibo, El Vigia - 70.0%",Azúcar
"Maracaibo, El Vigia - 70.0%",Manteca de cacao
"Equator, Peru, Dom. Rep - 67.0%",Grano de cacao
"Equator, Peru, Dom. Rep - 67.0%",Azúcar
"Equator, Peru, Dom. Rep - 67.0%",Manteca de cacao
"Bachelor's Hall E., St. Thomas Parish, batch bh1 - 70.0%",Grano de cacao
"Bachelor's Hall E., St. Thomas Parish, batch bh1 - 70.0%",Azúcar
"Bachelor's Hall E., St. Thomas Parish, batch bh1 - 70.0%",Manteca de cacao
La Dalia - 70.0%,Grano de cacao
La Dalia - 70.0%,Azúcar
La Dalia - 70.0%,Manteca de cacao
"Little Big Man, Madagascar & Ecuador - 70.0%",Grano de cacao
"Little Big Man, Madagascar & Ecuador - 70.0%",Azúcar
"Little Big Man, Madagascar & Ecuador - 70.0%",Manteca de cacao
"La Tronca, Matagalpa - 70.0%",Grano de cacao
"La Tronca, Matagalpa - 70.0%",Azúcar
"La Tronca, Matagalpa - 70.0%",Manteca de cacao
"Camino Verde P., Balao, Guayas - 80.0%",Grano de cacao
"Camino Verde P., Balao, Guayas - 80.0%",Azúcar
"Camino Verde P., Balao, Guayas - 80.0%",Manteca de cacao
Maranon Canyon - 70.0%,Grano de cacao
Maranon Canyon - 70.0%,Azúcar
Maranon Canyon - 70.0%,Manteca de cacao
"Espiritu Santo, 'Smoke Monster', batch sm1 - 70.0%",Grano de cacao
"Espiritu Santo, 'Smoke Monster', batch sm1 - 70.0%",Azúcar
"Espiritu Santo, 'Smoke Monster', batch sm1 - 70.0%",Manteca de cacao
CSB Chama - 70.0%,Grano de cacao
CSB Chama - 70.0%,Azúcar
CSB Chama - 70.0%,Manteca de cacao
Porcelana - 75.0%,Grano de cacao
Porcelana - 75.0%,Azúcar
Porcelana - 75.0%,Manteca de cacao
"Camino Verde, Black S., batch cvu6030.0 - 70.0%",Grano de cacao
"Camino Verde, Black S., batch cvu6030.0 - 70.0%",Azúcar
"Camino Verde, Black S., batch cvu6030.0 - 70.0%",Manteca de cacao
"Oko Caribe, Duarte P., Collab w Chocosol - 62.0%",Grano de cacao
"Oko Caribe, Duarte P., Collab w Chocosol - 62.0%",Azúcar
"Oko Caribe, Duarte P., Collab w Chocosol - 62.0%",Manteca de cacao
"Sambirano Valley, Black Science, B-60307.0 - 70.0%",Grano de cacao
"Sambirano Valley, Black Science, B-60307.0 - 70.0%",Azúcar
"Sambirano Valley, Black Science, B-60307.0 - 70.0%",Manteca de cacao
"Bahia Black, batch bra50722.1 - 70.0%",Grano de cacao
"Bahia Black, batch bra50722.1 - 70.0%",Azúcar
"Bahia Black, batch bra50722.1 - 70.0%",Manteca de cacao
"Chuno, San Jose de Bocay, Pantasma R.,B.S. - 70.0%",Grano de cacao
"Chuno, San Jose de Bocay, Pantasma R.,B.S. - 70.0%",Azúcar
"Chuno, San Jose de Bocay, Pantasma R.,B.S. - 70.0%",Manteca de cacao
"Abstract S. w/ Jamaica nibs,batch abs60323.0 - 75.0%",Grano de cacao
"Abstract S. w/ Jamaica nibs,batch abs60323.0 - 75.0%",Azúcar
"Abstract S. w/ Jamaica nibs,batch abs60323.0 - 75.0%",Manteca de cacao
"Tien Giang, Black S., batch VIT60420.0 - 70.0%",Grano de cacao
"Tien Giang, Black S., batch VIT60420.0 - 70.0%",Azúcar
"Tien Giang, Black S., batch VIT60420.0 - 70.0%",Manteca de cacao
Fiji - 70.0%,Grano de cacao
Fiji - 70.0%,Azúcar
Fiji - 70.0%,Manteca de cacao
Arauca - 70.0%,Grano de cacao
Arauca - 70.0%,Azúcar
Arauca - 70.0%,Manteca de cacao
"Pisa, Creole Gardens - 70.0%",Grano de cacao
"Pisa, Creole Gardens - 70.0%",Azúcar
"Pisa, Creole Gardens - 70.0%",Manteca de cacao
"Bejofo, Sambirano V., Akesson E. - 70.0%",Grano de cacao
"Bejofo, Sambirano V., Akesson E. - 70.0%",Azúcar
"Bejofo, Sambirano V., Akesson E. - 70.0%",Manteca de cacao
"Choroni, Aragua, Finca Torres Farm - 70.0%",Grano de cacao
"Choroni, Aragua, Finca Torres Farm - 70.0%",Azúcar
"Choroni, Aragua, Finca Torres Farm - 70.0%",Manteca de cacao
Dream Machine (Mad./Dom.Rep./Ecuador) - 62.0%,Grano de cacao
Dream Machine (Mad./Dom.Rep./Ecuador) - 62.0%,Azúcar
Dream Machine (Mad./Dom.Rep./Ecuador) - 62.0%,Manteca de cacao
Dream Machine (Mad./Dom.Rep./Ecuador) - 62.0%,Vainilla
"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324 - 70.0%",Grano de cacao
"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324 - 70.0%",Azúcar
"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324 - 70.0%",Manteca de cacao
"Guasare, Rosario de Perija, b.4279-GUA201123 - 70.0%",Grano de cacao
"Guasare, Rosario de Perija, b.4279-GUA201123 - 70.0%",Azúcar
"Guasare, Rosario de Perija, b.4279-GUA201123 - 70.0%",Manteca de cacao
"Ben Tre, batch BEN210924 8983 - 70.0%",Grano de cacao
"Ben Tre, batch BEN210924 8983 - 70.0%",Azúcar
"Ben Tre, batch BEN210924 8983 - 70.0%",Manteca de cacao
Nicaragua - 70.0%,Grano de cacao
Nicaragua - 70.0%,Azúcar
"Hawai'i Island, Big Island - 70.0%",Grano de cacao
"Hawai'i Island, Big Island - 70.0%",Azúcar
Dominican Republic - 70.0%,Grano de cacao
Dominican Republic - 70.0%,Azúcar
Ecuador - 75.0%,Grano de cacao
Ecuador - 75.0%,Azúcar
Papua New Guinea - 77.0%,Grano de cacao
Papua New Guinea - 77.0%,Azúcar
Madagascar - 70.0%,Grano de cacao
Madagascar - 70.0%,Azúcar
Venezuela - 75.0%,Grano de cacao
Venezuela - 75.0%,Azúcar
Tanzania - 80.0%,Grano de cacao
Tanzania - 80.0%,Azúcar
AgroCriso Plantation - 70.0%,Grano de cacao
AgroCriso Plantation - 70.0%,Azúcar
AgroCriso Plantation - 70.0%,Manteca de cacao
AgroCriso Plantation - 70.0%,Vainilla
AgroCriso Plantation - 80.0%,Grano de cacao
AgroCriso Plantation - 80.0%,Azúcar
AgroCriso Plantation - 80.0%,Manteca de cacao
AgroCriso Plantation - 80.0%,Vainilla
AgroCriso Plantation - 75.0%,Grano de cacao
AgroCriso Plantation - 75.0%,Azúcar
AgroCriso Plantation - 75.0%,Manteca de cacao
AgroCriso Plantation - 75.0%,Vainilla
Malekula Island - 72.0%,Grano de cacao
Malekula Island - 72.0%,Azúcar
Malekula Island - 72.0%,Manteca de cacao
"Dominican Republic, lot D82R - 70.0%",Grano de cacao
"Dominican Republic, lot D82R - 70.0%",Azúcar
"Dominican Republic, lot D82R - 70.0%",Manteca de cacao
"Ecuador, lot E432314L - 70.0%",Grano de cacao
"Ecuador, lot E432314L - 70.0%",Azúcar
"Ecuador, lot E432314L - 70.0%",Manteca de cacao
"Madagascar, lot M0403R - 70.0%",Grano de cacao
"Madagascar, lot M0403R - 70.0%",Azúcar
"Madagascar, lot M0403R - 70.0%",Manteca de cacao
Peru - 70.0%,Grano de cacao
Peru - 70.0%,Azúcar
Peru - 70.0%,Manteca de cacao
Ecuador - 70.0%,Grano de cacao
Ecuador - 70.0%,Azúcar
Ecuador - 70.0%,Manteca de cacao
Dominican Republic - 70.0%,Grano de cacao
Dominican Republic - 70.0%,Azúcar
Dominican Republic - 70.0%,Manteca de cacao
"Maya Mountain, Toledo District, batch 12-1 - 70.0%",Grano de cacao
"Maya Mountain, Toledo District, batch 12-1 - 70.0%",Azúcar
"Bejofo, Akesson, batch 10-1 - 70.0%",Grano de cacao
"Bejofo, Akesson, batch 10-1 - 70.0%",Azúcar
"Bundibugyo, Semuliki Forest, batch 9-1 - 70.0%",Grano de cacao
"Bundibugyo, Semuliki Forest, batch 9-1 - 70.0%",Azúcar
Alto Beni - 70.0%,Grano de cacao
Alto Beni - 70.0%,Azúcar
Alto Beni - 70.0%,Manteca de cacao
Alto Beni - 70.0%,Lecitina
Dominican Republic - 84.0%,Grano de cacao
Dominican Republic - 84.0%,Azúcar
Dominican Republic - 84.0%,Lecitina
Dominican Republic - 70.0%,Grano de cacao
Dominican Republic - 70.0%,Azúcar
Dominican Republic - 70.0%,Lecitina
"Bolivar, Arriba - 70.0%",Grano de cacao
"Bolivar, Arriba - 70.0%",Edulcorante
"Bolivar, Arriba - 70.0%",Manteca de cacao
"Bolivar, Arriba - 70.0%",Vainilla
Hispaniola - 70.0%,Grano de cacao
Hispaniola - 70.0%,Edulcorante
Hispaniola - 70.0%,Manteca de cacao
Hispaniola - 70.0%,Vainilla
Cacao Verapaz - 70.0%,Grano de cacao
Cacao Verapaz - 70.0%,Edulcorante
Cacao Verapaz - 70.0%,Manteca de cacao
Cacao Verapaz - 70.0%,Vainilla
Rio Tuma - 70.0%,Grano de cacao
Rio Tuma - 70.0%,Edulcorante
Rio Tuma - 70.0%,Manteca de cacao
Rio Tuma - 70.0%,Vainilla
Sambirano Valley - 70.0%,Grano de cacao
Sambirano Valley - 70.0%,Edulcorante
Sambirano Valley - 70.0%,Manteca de cacao
Sambirano Valley - 70.0%,Vainilla
India - 72.0%,Grano de cacao
India - 72.0%,Azúcar
India - 72.0%,Manteca de cacao
India - 72.0%,Vainilla
"Bahia, Agri-Forestal Plantation, 2010 - 68.0%",Grano de cacao
"Bahia, Agri-Forestal Plantation, 2010 - 68.0%",Azúcar
"Bahia, Agri-Forestal Plantation, 2010 - 68.0%",Manteca de cacao
"Bahia, Agri-Forestal Plantation, 2010 - 68.0%",Vainilla
"Ecuador, Midnight Dark, batch 600414 - 84.0%",Grano de cacao
"Ecuador, Midnight Dark, batch 600414 - 84.0%",Azúcar
"Ecuador, Midnight Dark, batch 600414 - 84.0%",Manteca de cacao
"Ecuador, Twilght Dark, batch 500414 - 70.0%",Grano de cacao
"Ecuador, Twilght Dark, batch 500414 - 70.0%",Azúcar
"Ecuador, Twilght Dark, batch 500414 - 70.0%",Manteca de cacao
"Wild Bolivia, batch 260 - 70.0%",Grano de cacao
"Wild Bolivia, batch 260 - 70.0%",Azúcar
"Wild Bolivia, batch 260 - 70.0%",Manteca de cacao
"Samar, East Visayas region - 65.0%",Grano de cacao
"Samar, East Visayas region - 65.0%",Azúcar
"Samar, East Visayas region - 65.0%",Manteca de cacao
"Samar, East Visayas region - 65.0%",Vainilla
"Samar, East Visayas region - 70.0%",Grano de cacao
"Samar, East Visayas region - 70.0%",Azúcar
"Samar, East Visayas region - 70.0%",Manteca de cacao
"Samar, East Visayas region - 70.0%",Vainilla
"Samar, East Visayas region - 75.0%",Grano de cacao
"Samar, East Visayas region - 75.0%",Azúcar
"Samar, East Visayas region - 75.0%",Manteca de cacao
"Samar, East Visayas region - 75.0%",Vainilla
Sambirano - 67.0%,Grano de cacao
Sambirano - 67.0%,Azúcar
Moho Valley - 78.0%,Grano de cacao
Moho Valley - 78.0%,Azúcar
Peru - 61.0%,Grano de cacao
Peru - 61.0%,Azúcar
Peru - 61.0%,Manteca de cacao
Peru - 61.0%,Vainilla
Peru - 61.0%,Lecitina
Peru - 71.0%,Grano de cacao
Peru - 71.0%,Azúcar
Peru - 71.0%,Manteca de cacao
Peru - 71.0%,Vainilla
Peru - 71.0%,Lecitina
Venezuela - 70.0%,Grano de cacao
Venezuela - 70.0%,Azúcar
Venezuela - 70.0%,Manteca de cacao
Venezuela - 60.0%,Grano de cacao
Venezuela - 60.0%,Azúcar
Venezuela - 60.0%,Manteca de cacao
Sri Lanka - 70.0%,Grano de cacao
Sri Lanka - 70.0%,Azúcar
"Kokoa Kamili, 2017 harvest - 74.0%",Grano de cacao
"Kokoa Kamili, 2017 harvest - 74.0%",Azúcar
